Date,AAL,AZN,BATS.L,BHP,BP,CRH,DGE,EXPN.L,GSK,HSBA.L,LSE,NG,PRU,RB.L,RDS-B,RDSA.AS,REL.L,RIO,ULVR.L,VOD
2018-06-04,43.910057067871094,34.175437927246094,3211.566650390625,42.339515686035156,38.926719665527344,35.14042282104492,864.0499877929688,1798.6529541015625,36.46459197998047,645.50439453125,,4.550000190734863,88.8170166015625,5446.60205078125,63.509883880615234,26.03111457824707,1574.1478271484375,46.59184265136719,3856.5751953125,22.57740020751953
2018-06-05,43.24446105957031,33.9150505065918,3152.1474609375,42.65163803100586,39.20621871948242,35.13103103637695,868.2899780273438,1799.610595703125,36.2585334777832,638.7960205078125,,4.570000171661377,88.27070617675781,5477.51611328125,63.12301254272461,25.83926010131836,1576.979736328125,47.29484176635742,3847.800537109375,22.432071685791016
2018-06-06,43.254241943359375,34.04524612426758,3120.96337890625,43.824222564697266,39.197750091552734,35.86370086669922,886.8099975585938,1810.14599609375,36.42875289916992,642.7681884765625,,4.539999961853027,89.24691772460938,5442.85498046875,63.37800979614258,25.67357063293457,1585.0040283203125,49.02405548095703,3779.45263671875,22.671436309814453
2018-06-07,42.91165542602539,33.8127555847168,3072.080078125,43.6639404296875,39.976966857910156,35.68523406982422,889.6699829101562,1808.7093505859375,36.49147415161133,646.1222534179688,,4.5,89.32750701904297,5395.0771484375,64.29244232177734,25.987506866455078,1575.0916748046875,48.1917724609375,3784.07080078125,22.567472457885742
2018-06-08,42.197113037109375,33.868553161621094,3081.3505859375,43.58802032470703,39.84144973754883,35.69462966918945,898.969970703125,1803.441650390625,36.75129318237305,644.2686157226562,,4.449999809265137,90.05294799804688,5502.810546875,64.3276138305664,25.891582489013672,1579.8118896484375,47.85239028930664,3801.15771484375,22.594358444213867
2018-06-11,43.22488021850586,33.822059631347656,3157.6259765625,43.72299575805664,39.90920639038086,35.99521255493164,902.1400146484375,1791.9486083984375,36.903594970703125,644.35693359375,,4.46999979019165,90.31269073486328,5513.115234375,64.89036560058594,26.03547477722168,1595.860107421875,47.75542449951172,3826.095458984375,22.71983528137207
2018-06-12,42.490760803222656,33.626773834228516,3101.578125,43.14091873168945,39.062232971191406,35.79795455932617,905.9199829101562,1781.413330078125,36.91255569458008,647.0049438476562,,4.570000171661377,89.3454360961914,5572.134765625,63.83522033691406,25.70844841003418,1579.33984375,47.488773345947266,3837.17919921875,22.639171600341797
2018-06-13,42.011131286621094,33.64537048339844,3131.919921875,42.76129913330078,38.96907043457031,35.37525177001953,909.4199829101562,1794.343017578125,36.85879898071289,646.8284301757812,,4.739999771118164,88.9334487915039,5629.27978515625,63.509883880615234,25.398868560791016,1562.3475341796875,47.456451416015625,3833.023193359375,22.128311157226562
2018-06-14,42.167755126953125,33.924346923828125,3147.51220703125,42.4829216003418,39.33326721191406,35.53493881225586,910.489990234375,1802.4837646484375,37.5755500793457,648.417236328125,,4.789999961853027,88.44087219238281,5761.36962890625,64.13418579101562,26.048555374145508,1519.394775390625,47.27060317993164,3725.4208984375,22.38822364807129
2018-06-15,41.864315032958984,33.859256744384766,3113.377685546875,41.08257293701172,38.22373962402344,35.32828903198242,915.3800048828125,1789.5543212890625,37.12757873535156,638.0015869140625,,4.75,88.27070617675781,5770.7373046875,62.199771881103516,25.185209274291992,1534.4991455078125,45.888851165771484,3755.900634765625,22.173124313354492
